"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
"Total"	"5th month"	"05"	"26 weeks"	"26"	"No"	"2"			74
"Total"	"5th month"	"05"	"26 weeks"	"26"					814
	"5th month"	"05"	"27 weeks"	"27"	"Yes"	"1"	"2016"	"2016"	204
	"5th month"	"05"	"27 weeks"	"27"	"Yes"	"1"	"2017"	"2017"	212
	"5th month"	"05"	"27 weeks"	"27"	"Yes"	"1"	"2018"	"2018"	238
	"5th month"	"05"	"27 weeks"	"27"	"Yes"	"1"	"2019"	"2019"	214
"Total"	"5th month"	"05"	"27 weeks"	"27"	"Yes"	"1"			868
	"5th month"	"05"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	29
	"5th month"	"05"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	24
	"5th month"	"05"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	21
	"5th month"	"05"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	18
"Total"	"5th month"	"05"	"27 weeks"	"27"	"No"	"2"			92
"Total"	"5th month"	"05"	"27 weeks"	"27"					960
	"5th month"	"05"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	266
	"5th month"	"05"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	302
	"5th month"	"05"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	275
	"5th month"	"05"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	283
"Total"	"5th month"	"05"	"28 weeks"	"28"	"Yes"	"1"			1126
	"5th month"	"05"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	33
	"5th month"	"05"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	32
	"5th month"	"05"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	38
	"5th month"	"05"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	30
"Total"	"5th month"	"05"	"28 weeks"	"28"	"No"	"2"			133
"Total"	"5th month"	"05"	"28 weeks"	"28"					1259
	"5th month"	"05"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	308
	"5th month"	"05"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	301
	"5th month"	"05"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	291
	"5th month"	"05"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	294
"Total"	"5th month"	"05"	"29 weeks"	"29"	"Yes"	"1"			1194
	"5th month"	"05"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	43
	"5th month"	"05"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	27
	"5th month"	"05"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	36
	"5th month"	"05"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	23
"Total"	"5th month"	"05"	"29 weeks"	"29"	"No"	"2"			129
"Total"	"5th month"	"05"	"29 weeks"	"29"					1323
	"5th month"	"05"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	382
	"5th month"	"05"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	396
	"5th month"	"05"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	352
	"5th month"	"05"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	436
"Total"	"5th month"	"05"	"30 weeks"	"30"	"Yes"	"1"			1566
	"5th month"	"05"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	46
	"5th month"	"05"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	52
	"5th month"	"05"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	45
	"5th month"	"05"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	37
"Total"	"5th month"	"05"	"30 weeks"	"30"	"No"	"2"			180
"Total"	"5th month"	"05"	"30 weeks"	"30"					1746
	"5th month"	"05"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	502
	"5th month"	"05"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	499
	"5th month"	"05"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	549
	"5th month"	"05"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	505
"Total"	"5th month"	"05"	"31 weeks"	"31"	"Yes"	"1"			2055
	"5th month"	"05"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	62
	"5th month"	"05"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	84
	"5th month"	"05"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	62
	"5th month"	"05"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	66
"Total"	"5th month"	"05"	"31 weeks"	"31"	"No"	"2"			274
"Total"	"5th month"	"05"	"31 weeks"	"31"					2329
	"5th month"	"05"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	713
	"5th month"	"05"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	735
	"5th month"	"05"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	709
	"5th month"	"05"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	771
"Total"	"5th month"	"05"	"32 weeks"	"32"	"Yes"	"1"			2928
	"5th month"	"05"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	132
	"5th month"	"05"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	113
	"5th month"	"05"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	104
	"5th month"	"05"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	97
"Total"	"5th month"	"05"	"32 weeks"	"32"	"No"	"2"			446
"Total"	"5th month"	"05"	"32 weeks"	"32"					3374
	"5th month"	"05"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	951
	"5th month"	"05"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	1042
	"5th month"	"05"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	1047
	"5th month"	"05"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	987
"Total"	"5th month"	"05"	"33 weeks"	"33"	"Yes"	"1"			4027
	"5th month"	"05"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	223
	"5th month"	"05"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	193
	"5th month"	"05"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	195
	"5th month"	"05"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	135
"Total"	"5th month"	"05"	"33 weeks"	"33"	"No"	"2"			746
"Total"	"5th month"	"05"	"33 weeks"	"33"					4773
	"5th month"	"05"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	1776
	"5th month"	"05"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	1763
	"5th month"	"05"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	1836
	"5th month"	"05"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	1867
"Total"	"5th month"	"05"	"34 weeks"	"34"	"Yes"	"1"			7242
	"5th month"	"05"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	540
	"5th month"	"05"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	561
	"5th month"	"05"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	487
	"5th month"	"05"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	430
"Total"	"5th month"	"05"	"34 weeks"	"34"	"No"	"2"			2018
"Total"	"5th month"	"05"	"34 weeks"	"34"					9260
	"5th month"	"05"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	1347
	"5th month"	"05"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	1416
	"5th month"	"05"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	1437
	"5th month"	"05"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	1437
"Total"	"5th month"	"05"	"35 weeks"	"35"	"Yes"	"1"			5637
	"5th month"	"05"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	1846
	"5th month"	"05"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	1783
	"5th month"	"05"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	1800
	"5th month"	"05"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	1713
"Total"	"5th month"	"05"	"35 weeks"	"35"	"No"	"2"			7142
"Total"	"5th month"	"05"	"35 weeks"	"35"					12779
	"5th month"	"05"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	1401
	"5th month"	"05"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	1370
	"5th month"	"05"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	1409
	"5th month"	"05"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	1387
"Total"	"5th month"	"05"	"36 weeks"	"36"	"Yes"	"1"			5567
	"5th month"	"05"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	5456
	"5th month"	"05"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	5114
	"5th month"	"05"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	5078
	"5th month"	"05"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	5262
"Total"	"5th month"	"05"	"36 weeks"	"36"	"No"	"2"			20910
"Total"	"5th month"	"05"	"36 weeks"	"36"					26477
	"5th month"	"05"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	1598
	"5th month"	"05"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	1639
	"5th month"	"05"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	1776
	"5th month"	"05"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	1831
"Total"	"5th month"	"05"	"37 weeks"	"37"	"Yes"	"1"			6844
	"5th month"	"05"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	14563
	"5th month"	"05"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	14549
	"5th month"	"05"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	14419
	"5th month"	"05"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	14843
"Total"	"5th month"	"05"	"37 weeks"	"37"	"No"	"2"			58374
"Total"	"5th month"	"05"	"37 weeks"	"37"					65218
	"5th month"	"05"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	1564
	"5th month"	"05"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	1565
	"5th month"	"05"	"38 weeks"	"38"	"Yes"	"1"	"2018"	"2018"	1458
	"5th month"	"05"	"38 weeks"	"38"	"Yes"	"1"	"2019"	"2019"	1603
"Total"	"5th month"	"05"	"38 weeks"	"38"	"Yes"	"1"			6190
	"5th month"	"05"	"38 weeks"	"38"	"No"	"2"	"2016"	"2016"	27027
	"5th month"	"05"	"38 weeks"	"38"	"No"	"2"	"2017"	"2017"	26069
	"5th month"	"05"	"38 weeks"	"38"	"No"	"2"	"2018"	"2018"	25626
	"5th month"	"05"	"38 weeks"	"38"	"No"	"2"	"2019"	"2019"	25175
"Total"	"5th month"	"05"	"38 weeks"	"38"	"No"	"2"			103897
"Total"	"5th month"	"05"	"38 weeks"	"38"					110087
	"5th month"	"05"	"39 weeks"	"39"	"Yes"	"1"	"2016"	"2016"	2427
	"5th month"	"05"	"39 weeks"	"39"	"Yes"	"1"	"2017"	"2017"	2499
	"5th month"	"05"	"39 weeks"	"39"	"Yes"	"1"	"2018"	"2018"	2499
	"5th month"	"05"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	2497
"Total"	"5th month"	"05"	"39 weeks"	"39"	"Yes"	"1"			9922
	"5th month"	"05"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	62347
	"5th month"	"05"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	60353
	"5th month"	"05"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	58119
	"5th month"	"05"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	58076
"Total"	"5th month"	"05"	"39 weeks"	"39"	"No"	"2"			238895
"Total"	"5th month"	"05"	"39 weeks"	"39"					248817
	"5th month"	"05"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	1451
	"5th month"	"05"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	1475
	"5th month"	"05"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	1356
	"5th month"	"05"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	1294
"Total"	"5th month"	"05"	"40 weeks"	"40"	"Yes"	"1"			5576
	"5th month"	"05"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	36781
	"5th month"	"05"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	34851
	"5th month"	"05"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	32874
	"5th month"	"05"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	30463
"Total"	"5th month"	"05"	"40 weeks"	"40"	"No"	"2"			134969
"Total"	"5th month"	"05"	"40 weeks"	"40"					140545
	"5th month"	"05"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	637
	"5th month"	"05"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	557
	"5th month"	"05"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	524
	"5th month"	"05"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	460
"Total"	"5th month"	"05"	"41 weeks"	"41"	"Yes"	"1"			2178
	"5th month"	"05"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	12049
	"5th month"	"05"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	11393
	"5th month"	"05"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	10765
	"5th month"	"05"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	9224
"Total"	"5th month"	"05"	"41 weeks"	"41"	"No"	"2"			43431
"Total"	"5th month"	"05"	"41 weeks"	"41"					45609
	"5th month"	"05"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	48
	"5th month"	"05"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	41
	"5th month"	"05"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	49
	"5th month"	"05"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	32
"Total"	"5th month"	"05"	"42 weeks"	"42"	"Yes"	"1"			170
	"5th month"	"05"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	793
	"5th month"	"05"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	712
	"5th month"	"05"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	653
	"5th month"	"05"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	551
"Total"	"5th month"	"05"	"42 weeks"	"42"	"No"	"2"			2709
"Total"	"5th month"	"05"	"42 weeks"	"42"					2879
	"5th month"	"05"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	4
	"5th month"	"05"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	4
	"5th month"	"05"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	7
	"5th month"	"05"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	2
"Total"	"5th month"	"05"	"43 weeks"	"43"	"Yes"	"1"			17
	"5th month"	"05"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	50
	"5th month"	"05"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	52
	"5th month"	"05"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	35
	"5th month"	"05"	"43 weeks"	"43"	"No"	"2"	"2019"	"2019"	35
"Total"	"5th month"	"05"	"43 weeks"	"43"	"No"	"2"			172
"Total"	"5th month"	"05"	"43 weeks"	"43"					189
	"5th month"	"05"	"44 weeks"	"44"	"Yes"	"1"	"2016"	"2016"	1
	"5th month"	"05"	"44 weeks"	"44"	"Yes"	"1"	"2017"	"2017"	2
	"5th month"	"05"	"44 weeks"	"44"	"Yes"	"1"	"2018"	"2018"	0
	"5th month"	"05"	"44 weeks"	"44"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"5th month"	"05"	"44 weeks"	"44"	"Yes"	"1"			4
	"5th month"	"05"	"44 weeks"	"44"	"No"	"2"	"2016"	"2016"	22
	"5th month"	"05"	"44 weeks"	"44"	"No"	"2"	"2017"	"2017"	23
	"5th month"	"05"	"44 weeks"	"44"	"No"	"2"	"2018"	"2018"	16
	"5th month"	"05"	"44 weeks"	"44"	"No"	"2"	"2019"	"2019"	6
"Total"	"5th month"	"05"	"44 weeks"	"44"	"No"	"2"			67
"Total"	"5th month"	"05"	"44 weeks"	"44"					71
	"5th month"	"05"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	2
	"5th month"	"05"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	0
	"5th month"	"05"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	1
	"5th month"	"05"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"5th month"	"05"	"45 weeks"	"45"	"Yes"	"1"			3
	"5th month"	"05"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	9
	"5th month"	"05"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	4
	"5th month"	"05"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	5
	"5th month"	"05"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	2
"Total"	"5th month"	"05"	"45 weeks"	"45"	"No"	"2"			20
"Total"	"5th month"	"05"	"45 weeks"	"45"					23
	"5th month"	"05"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	1
	"5th month"	"05"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"5th month"	"05"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	1
	"5th month"	"05"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"5th month"	"05"	"46 weeks"	"46"	"Yes"	"1"			2
	"5th month"	"05"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	3
	"5th month"	"05"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	5
	"5th month"	"05"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	2
	"5th month"	"05"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	3
"Total"	"5th month"	"05"	"46 weeks"	"46"	"No"	"2"			13
"Total"	"5th month"	"05"	"46 weeks"	"46"					15
	"5th month"	"05"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"5th month"	"05"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	0
	"5th month"	"05"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	1
	"5th month"	"05"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"5th month"	"05"	"47 weeks"	"47"	"Yes"	"1"			1
	"5th month"	"05"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	4
	"5th month"	"05"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	8
	"5th month"	"05"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	10
	"5th month"	"05"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	4
"Total"	"5th month"	"05"	"47 weeks"	"47"	"No"	"2"			26
"Total"	"5th month"	"05"	"47 weeks"	"47"					27
"Total"	"5th month"	"05"							681152
	"6th month"	"06"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"17 weeks"	"17"	"Yes"	"1"			0
	"6th month"	"06"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"17 weeks"	"17"	"No"	"2"			0
"Total"	"6th month"	"06"	"17 weeks"	"17"					0
	"6th month"	"06"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"18 weeks"	"18"	"Yes"	"1"			0
	"6th month"	"06"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"18 weeks"	"18"	"No"	"2"			0
"Total"	"6th month"	"06"	"18 weeks"	"18"					0
	"6th month"	"06"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"19 weeks"	"19"	"Yes"	"1"			0
	"6th month"	"06"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"19 weeks"	"19"	"No"	"2"			0
"Total"	"6th month"	"06"	"19 weeks"	"19"					0
	"6th month"	"06"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"20 weeks"	"20"	"Yes"	"1"			0
	"6th month"	"06"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"20 weeks"	"20"	"No"	"2"			0
"Total"	"6th month"	"06"	"20 weeks"	"20"					0
	"6th month"	"06"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"21 weeks"	"21"	"Yes"	"1"			0
	"6th month"	"06"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"21 weeks"	"21"	"No"	"2"			0
"Total"	"6th month"	"06"	"21 weeks"	"21"					0
	"6th month"	"06"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"22 weeks"	"22"	"Yes"	"1"			0
	"6th month"	"06"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	0
	"6th month"	"06"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	0
	"6th month"	"06"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	0
	"6th month"	"06"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"22 weeks"	"22"	"No"	"2"			0
"Total"	"6th month"	"06"	"22 weeks"	"22"					0
	"6th month"	"06"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	8
	"6th month"	"06"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	13
	"6th month"	"06"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	16
	"6th month"	"06"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	17
"Total"	"6th month"	"06"	"23 weeks"	"23"	"Yes"	"1"			54
	"6th month"	"06"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	7
	"6th month"	"06"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	5
	"6th month"	"06"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	4
	"6th month"	"06"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	4
"Total"	"6th month"	"06"	"23 weeks"	"23"	"No"	"2"			20
"Total"	"6th month"	"06"	"23 weeks"	"23"					74
	"6th month"	"06"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	38
	"6th month"	"06"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	25
	"6th month"	"06"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	43
	"6th month"	"06"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	63
"Total"	"6th month"	"06"	"24 weeks"	"24"	"Yes"	"1"			169
	"6th month"	"06"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	6
	"6th month"	"06"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	8
	"6th month"	"06"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	6
	"6th month"	"06"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	8
"Total"	"6th month"	"06"	"24 weeks"	"24"	"No"	"2"			28
"Total"	"6th month"	"06"	"24 weeks"	"24"					197
	"6th month"	"06"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	53
	"6th month"	"06"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	85
	"6th month"	"06"	"25 weeks"	"25"	"Yes"	"1"	"2018"	"2018"	63
	"6th month"	"06"	"25 weeks"	"25"	"Yes"	"1"	"2019"	"2019"	78
"Total"	"6th month"	"06"	"25 weeks"	"25"	"Yes"	"1"			279
	"6th month"	"06"	"25 weeks"	"25"	"No"	"2"	"2016"	"2016"	6
	"6th month"	"06"	"25 weeks"	"25"	"No"	"2"	"2017"	"2017"	17
	"6th month"	"06"	"25 weeks"	"25"	"No"	"2"	"2018"	"2018"	10
	"6th month"	"06"	"25 weeks"	"25"	"No"	"2"	"2019"	"2019"	8
"Total"	"6th month"	"06"	"25 weeks"	"25"	"No"	"2"			41
"Total"	"6th month"	"06"	"25 weeks"	"25"					320
