"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"Year"	"Year Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"Five Minute APGAR Score"	"Five Minute APGAR Score Code"	Births
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"0"	"0"	4
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"1"	"1"	17
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"2"	"2"	19
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"3"	"3"	30
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"4"	"4"	47
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"5"	"5"	76
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"6"	"6"	132
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"7"	"7"	381
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"8"	"8"	2001
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"9"	"9"	13685
	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"	"10"	"10"	235
"Total"	"5th month"	"05"	"2019"	"2019"	"37 weeks"	"37"			16627
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"0"	"0"	8
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"1"	"1"	21
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"2"	"2"	34
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"3"	"3"	39
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"4"	"4"	60
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"5"	"5"	81
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"6"	"6"	143
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"7"	"7"	392
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"8"	"8"	2766
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"9"	"9"	22501
	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"	"10"	"10"	631
"Total"	"5th month"	"05"	"2019"	"2019"	"38 weeks"	"38"			26676
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"0"	"0"	12
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"1"	"1"	21
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"2"	"2"	45
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"3"	"3"	52
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"4"	"4"	84
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"5"	"5"	158
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"6"	"6"	292
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"7"	"7"	842
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"8"	"8"	5733
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"9"	"9"	51732
	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"	"10"	"10"	1479
"Total"	"5th month"	"05"	"2019"	"2019"	"39 weeks"	"39"			60450
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"0"	"0"	16
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"1"	"1"	22
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"2"	"2"	29
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"3"	"3"	48
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"4"	"4"	69
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"5"	"5"	90
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"6"	"6"	177
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"7"	"7"	484
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"8"	"8"	3169
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"9"	"9"	26433
	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"	"10"	"10"	1110
"Total"	"5th month"	"05"	"2019"	"2019"	"40 weeks"	"40"			31647
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"0"	"0"	5
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"1"	"1"	10
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"2"	"2"	14
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"3"	"3"	17
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"4"	"4"	19
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"5"	"5"	35
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"6"	"6"	63
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"7"	"7"	179
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"8"	"8"	1029
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"9"	"9"	7908
	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"	"10"	"10"	356
"Total"	"5th month"	"05"	"2019"	"2019"	"41 weeks"	"41"			9635
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"1"	"1"	1
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"2"	"2"	1
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"3"	"3"	4
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"4"	"4"	1
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"5"	"5"	3
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"6"	"6"	6
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"7"	"7"	9
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"8"	"8"	75
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"9"	"9"	422
	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"	"10"	"10"	53
"Total"	"5th month"	"05"	"2019"	"2019"	"42 weeks"	"42"			575
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"1"	"1"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"2"	"2"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"3"	"3"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"4"	"4"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"5"	"5"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"6"	"6"	0
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"7"	"7"	2
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"8"	"8"	5
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"9"	"9"	27
	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"	"10"	"10"	3
"Total"	"5th month"	"05"	"2019"	"2019"	"43 weeks"	"43"			37
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"1"	"1"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"2"	"2"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"3"	"3"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"4"	"4"	1
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"5"	"5"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"6"	"6"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"7"	"7"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"8"	"8"	0
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"9"	"9"	4
	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"	"10"	"10"	1
"Total"	"5th month"	"05"	"2019"	"2019"	"44 weeks"	"44"			6
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"1"	"1"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"2"	"2"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"3"	"3"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"4"	"4"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"5"	"5"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"6"	"6"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"7"	"7"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"8"	"8"	0
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"9"	"9"	2
	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"	"10"	"10"	0
"Total"	"5th month"	"05"	"2019"	"2019"	"45 weeks"	"45"			2
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"1"	"1"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"2"	"2"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"3"	"3"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"4"	"4"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"5"	"5"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"6"	"6"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"7"	"7"	0
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"8"	"8"	1
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"9"	"9"	2
	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"	"10"	"10"	0
"Total"	"5th month"	"05"	"2019"	"2019"	"46 weeks"	"46"			3
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"0"	"0"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"1"	"1"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"2"	"2"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"3"	"3"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"4"	"4"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"5"	"5"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"6"	"6"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"7"	"7"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"8"	"8"	0
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"9"	"9"	4
	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"	"10"	"10"	0
"Total"	"5th month"	"05"	"2019"	"2019"	"47 weeks"	"47"			4
"Total"	"5th month"	"05"	"2019"	"2019"					162423
"Total"	"5th month"	"05"							678821
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"17 weeks"	"17"			0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"18 weeks"	"18"			0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"19 weeks"	"19"			0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"20 weeks"	"20"			0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"21 weeks"	"21"			0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"1"	"1"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"2"	"2"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"3"	"3"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"4"	"4"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"5"	"5"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"6"	"6"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"8"	"8"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"22 weeks"	"22"			0
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"0"	"0"	1
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"1"	"1"	3
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"2"	"2"	2
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"3"	"3"	1
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"4"	"4"	1
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"5"	"5"	1
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"6"	"6"	2
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"7"	"7"	0
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"8"	"8"	2
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"9"	"9"	0
	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"23 weeks"	"23"			13
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"1"	"1"	6
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"2"	"2"	3
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"3"	"3"	3
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"4"	"4"	4
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"5"	"5"	4
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"6"	"6"	9
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"7"	"7"	5
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"8"	"8"	5
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"9"	"9"	2
	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"24 weeks"	"24"			41
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"0"	"0"	2
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"1"	"1"	3
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"2"	"2"	4
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"3"	"3"	4
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"4"	"4"	3
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"5"	"5"	9
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"6"	"6"	9
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"7"	"7"	8
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"8"	"8"	11
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"9"	"9"	4
	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"25 weeks"	"25"			57
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"0"	"0"	3
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"1"	"1"	15
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"2"	"2"	2
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"3"	"3"	7
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"4"	"4"	5
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"5"	"5"	11
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"6"	"6"	18
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"7"	"7"	26
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"8"	"8"	23
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"9"	"9"	17
	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"26 weeks"	"26"			127
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"0"	"0"	5
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"1"	"1"	10
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"2"	"2"	9
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"3"	"3"	5
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"4"	"4"	7
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"5"	"5"	14
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"6"	"6"	20
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"7"	"7"	35
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"8"	"8"	40
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"9"	"9"	31
	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"27 weeks"	"27"			176
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"0"	"0"	2
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"1"	"1"	6
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"2"	"2"	2
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"3"	"3"	7
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"4"	"4"	6
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"5"	"5"	17
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"6"	"6"	12
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"7"	"7"	41
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"8"	"8"	56
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"9"	"9"	39
	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"	"10"	"10"	1
"Total"	"6th month"	"06"	"2016"	"2016"	"28 weeks"	"28"			189
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"0"	"0"	3
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"1"	"1"	5
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"2"	"2"	3
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"3"	"3"	3
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"4"	"4"	6
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"5"	"5"	17
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"6"	"6"	15
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"7"	"7"	30
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"8"	"8"	69
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"9"	"9"	65
	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"	"10"	"10"	1
"Total"	"6th month"	"06"	"2016"	"2016"	"29 weeks"	"29"			217
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"0"	"0"	1
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"1"	"1"	9
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"2"	"2"	4
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"3"	"3"	4
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"4"	"4"	8
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"5"	"5"	8
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"6"	"6"	14
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"7"	"7"	26
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"8"	"8"	96
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"9"	"9"	109
	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"	"10"	"10"	0
"Total"	"6th month"	"06"	"2016"	"2016"	"30 weeks"	"30"			279
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"0"	"0"	1
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"1"	"1"	8
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"2"	"2"	5
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"3"	"3"	8
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"4"	"4"	6
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"5"	"5"	5
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"6"	"6"	16
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"7"	"7"	54
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"8"	"8"	100
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"9"	"9"	166
	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"	"10"	"10"	1
"Total"	"6th month"	"06"	"2016"	"2016"	"31 weeks"	"31"			370
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"0"	"0"	0
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"1"	"1"	9
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"2"	"2"	5
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"3"	"3"	4
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"4"	"4"	7
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"5"	"5"	9
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"6"	"6"	25
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"7"	"7"	50
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"8"	"8"	158
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"9"	"9"	275
	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"	"10"	"10"	2
"Total"	"6th month"	"06"	"2016"	"2016"	"32 weeks"	"32"			544
